Date,Time,User Name,Message,Tag,Gender
 19 Feb 2018,10.24pm,depression quotes‏,My java partner bailed on me so I had to do the rest of the project by myself after I had already sent them my half of the code. Fml -cq,#depression,Female
 4 Feb 2018,9.39pm,depression quotes‏,Who knew hanging out with friends would be so good for me -cq,#depression,Female
 4 Feb 2018,3.02am,depression quotes‏,Maybe getting drunk will work as a way to stop the screaming inside my head. -rc,#depression,Female
 1 Feb 2018,6.34pm,depression quotes‏,God who knew relapsing woulf make me want to cut my skin open 24/7 lile seriously my anxiety is so bad right now -cq,#depression,Female
 31 Jan 2018,10.55pm,depression quotes‏,"I can't sleeo anymore, i can't eat anymore, i feel either numb or too much. Falli ng back into depression after knowing happiness is worse than experiencing it the first time. -cq",#depression,Female
 31 Jan 2018,10.54pm,depression quotes‏,Well it looks my three years clean is gone -cq,#depression,Female
 31 Jan 2018,10.18pm,depression quotes‏,Its so much worse after knowing what medication can do to help. I feel like I'm falling apart but I'm past the point of being able to ask for help -cq,#depression,Female
 31 Jan 2018,10.17pm,depression quotes‏,Im losing my motivation for everything and the stress is piling up. I just want to be dead -cq,#depression,Female
 31 Jan 2018,10.10pm,depression quotes‏,I don't think I've ever been so close to killing myself. I wonder if my sister would even realize -cq,#depression,Female
 26 Jan 2018,9.01pm,depression quotes‏,I don't want to relapse but at the same time I do? -cq,#depression,Female
 26 Jan 2018,8.59pm,depression quotes‏,I do miss it and I've started craving it again -cq,#depression,Female
 25 Jan 2018,11.05am,depression quotes‏,"Hey, it’s okay to not be okay. You don’t have to pretend to be something you aren’t, because forced positivity is just as bad as the demons in our head. Take things one day at a time and try to male the best of things. -rc",#depression,Female
 23 Jan 2018,9.41pm,depression quotes‏,I upset more these days. I thought I was getting better and now I'm back down the rabbit hole -cq,#depression,Female
 23 Jan 2018,9.40pm,depression quotes‏,I still haven't let go. I still think about her everyday. I wish she hadn't left us -cq,#depression,Female
 23 Jan 2018,9.34pm,depression quotes‏,I think I'm in love with the idea of being skinny but terrified of my methods of getting there -cq,#depression,Female
 23 Jan 2018,9.29pm,depression quotes‏,"I feel more and more inclined to relapse these days. I feel so alone, yet i continue to isolate myself more. I don't know what to do. -cq",#depression,Female
 21 Jan 2018,9.08pm,depression quotes‏,"I’ve been feeling pretty worthless again...hi everyone, I’ve missed you guys. It’s been six months since I’ve been on this account. -rc",#depression,Female
 21 Jan 2018,8.39pm,depression quotes‏,I feel like i make alot of money until i realize that it all goes to rent and bills. I usually don't even buy groceries anymore because its to expensive. -cq,#depression,Female
 21 Jan 2018,8.37pm,depression quotes‏,It sucks when you can't afford to go to the doctors so you can no longer renew your medication. I literally feel like this is going to be worse than before. -cq,#depression,Female
 21 Jan 2018,8.35pm,depression quotes‏,Having a mental breakdown after work is always fun. Yaaaa     -cq,#depression,Female
 18 Jan 2018,8.53am,depression quotes‏,Already 3 people are dead from my high school graduating class. I haven't even been out of high school for a full year -cq,#depression,Female
 17 Jan 2018,6.02pm,depression quotes‏,Does anyone else feel the urge to harm themselves but doesn't because they can fight it but still has those urges or is it just me -cq,#depression,Female
 16 Jan 2018,8.32pm,depression quotes‏,"Anyway, update on my life: I'm in my second semester of college doing 23 credits (Because apparently I hate myself). I work basically full time. I really love k pop. I'm basically just trying to take life one day at a time and I hope all of you are doing fabulously. - cq",#depression,Female
 16 Jan 2018,8.30pm,depression quotes‏,"To be quite honest, I'm not entirely sure why I'm back. Don't get me wrong, I love all of you and have missed talking to you, but I feel like I'm trying to use this as an outlet again? Either way, I hope you all are doing well and, once again, I'm sorry about the inactivity -cq",#depression,Female
 16 Jan 2018,8.30pm,depression quotes‏,"I know I took a break from this account to focus on my recovery and to try and break the ties with the things I associated with my darkest moments of depression, so I do apologize about leaving you all here alone. -cq",#depression,Female
 16 Jan 2018,8.24pm,depression quotes‏,"I know this account has been slightly inactive for awhile, especially from me. I would like to think that's because we've all found a way to cope or have gotten better. But to be quite honest I'm not completely sure about that.",#depression,Female
 29 Dec 2018,12.40pm,Depression Notes,i don’t blame anyone i did this to myself it’s my fault... everything is my fault.,#DepressionNotesFamily,Male
 27 Dec 2018,5.46pm,Depression Notes,"If there was a magic pill that made you feel happy all the time, no other emotions ever, would you take it?",#DepressionNotesFamily,Male
 28 Dec 2018,4.49pm,Depression Notes,Just because I’m used to it doesn’t mean it doesn’t hurt anymore.,#DepressionNotesFamily,Male
 28 Dec 2018,4.37pm,Rachel ,Y’all really pick when you want to care about mental health.,,Female
 28 Dec 2018,1.31pm,Depression Notes,Hate to be the one to say this but depression doesn’t magically go away when the new year starts. It doesn’t work like that.,#DepressionNotesFamily,Male
 28 Dec 2018,1.16pm,Depression Notes,that moment when you have to take a deep breath before speaking cause you know you’re so close to crying.,#DepressionNotesFamily,Male
 26 Dec 2018,5.50pm,Samme is seeing BTS again ,I WANT TO CRY AND SCREAM AND SIT IN THE DARK IN MY ROOM AND JUST PAUSE LIFE. I FEEL LIKE WORTHLESS AND LIKE A FAILURE. I don’t want to do anything and everyone in my life drains me out and I wanna just cry and scream but at the same time I feel so numb and emotionless,,Female
 25 Dec 2018,3.34pm,Depression Notes,"when i’m alone, i think. when i think, i remember. when i remember, i feel pain. when i feel pain, i cry. when i cry, i can’t stop.",#DepressionNotesFamily,Male
 25 Dec 2018,8.37am,Depression Notes,"I really hope no one feels left out, forgotten about or ignored today.",#DepressionNotesFamily,Male
 24 Dec 2018,12.34pm,Depression Notes,"i’m so depressed i just don’t know what to say to people anymore, i have no passions or dreams or nothing really to talk about because i don’t have a life.",#DepressionNotesFamily,Male
 23 Dec 2018,2.38am,Depression Notes,I’m tired of pretending to be stronger than I feel.,#DepressionNotesFamily,Male
 20 Dec 2018,3.55pm,Depression Notes,I hate myself so much. I hate being me.,#DepressionNotesFamily,Male
 19 Dec 2018,4.20pm,Amanda // DoLAnFeVer‏ ,I just got out of the hospital yesterday for my depression. Don't be afraid to get help! It's nothing to be ashamed of.,,Female
 18 Dec 2018,10.54am,Depression Notes,Everyone gets tired of me at some point. Then eventually they’ll leave. They all do.,#DepressionNotesFamily,Male
 16 Dec 2018,3.13pm,Depression Notes,"it’s sad knowing that i love others more than i love myself; i hate to see others in pain but when it comes to me, “i’m fine”",#DepressionNotesFamily,Male
 14 Dec 2018,8.44pm,Depression Notes,"When depression or anxiety is really bad you can’t control your thoughts, it’s just about surviving.",#DepressionNotesFamily,Male
 12 Dec 2018,2.32pm,Depression Notes,It’s Okay Not To Be Okay ,#DepressionNotesFamily,Male
 12 Dec 2018,4.32pm,Depression Notes,"Mental health problems don’t just go away. They can last months, years, even a lifetime. It’s not okay to pressure people to “get over it”",#DepressionNotesFamily,Male
 12 Dec 2018,2.58pm,Depression Notes,"People who don’t have depression “Depression quotes are bad, stay positive” People with depression “This really helps me express how I feel” Depression quotes are not bad or evil, thanks for listening.",#DepressionNotesFamily,Male
 11 Dec 2018,2.37pm,Depression Notes,"I genuinely care about everyone who follows, it sounds sad but I get more support from strangers online than I ever have got in real life. I don’t know where I would be without you guys. ",#DepressionNotesFamily,Male
 10 Dec 2018,5.01pm,Depression Notes,I forget what happy feels like,#DepressionNotesFamily,Male
 9 Dec 2018,12.10pm,Depression Notes,i hate myself all the time. i feel like i’m so worthless and replaceable.,#DepressionNotesFamily,
 6 Dec 2018,9.05am,Depression Notes,I’m in an abusive relationship with myself.,#DepressionNotesFamily,Male
 5 Dec 2018,8.17am,Depression Notes,I don’t blame everyone for hating me I hate me too,#DepressionNotesFamily,Male
 31 Dec 2018,7.29am,Emmanuel Ndibe‏,"Months back, A friend of mine was battling deep depression and I needed help immediately, I made a tweet and mentioned you and someone else. I got a response from you In less than 10 min. The story has changed today. God bless you real good ",,Male
 21 Dec 2018,10.29pm,grace‏ ,yes let me just turn off my depression right now to read this tweet,,Male
 13 Dec 2018,7.48am,Kate‏ ,Can’t believe someone replied to my sad tweet telling me to get a grip cause it’s Christmas hahahaha aw sorry pal forgot my depression was on 2 weeks Christmas leave xxx,,Female
 8 Dec 2018,11.47am,Han ,Ever feel down and wanna tweet about your depression but then decide you don’t want to annoy everyone else by your dramatic sad tweets so you just delete them and pretend you’re a 24/7 positive ass happy ass bitch because same,,Male
 22 Mar,9.29am,Karl‏ ,"Spent 30 mins, trying to come up with something witty for my first tweet, but thanks to being anxious, this is the best I could do",#anxiety #depression #mentalhealth #overthinking #cantgetoutofmyownhead,Male
 17 Mar,10.44pm,xPOLICEBRUTALITYx‏  ,hi I have crippling depression and everything i tweet is a cry for help,,Male
 31 Dec 2018,3.21pm,Ghost Bath‏,"Prepare yourselves. Because, believe me, you are not ready.",#blackmetal #ghostbath #atmosphericblackmetal #dsbm #starmourner #moonlover #funeral #orangeamps #moel #mol #moelband #depression #suicide #selfloather #selfloathing,Female
 30 Dec 2018,9.30pm,Guy Kopsombut‏ ,Always with you. Today’s smile goal: make memories. Help me become a full time artist,#happy #cute #art #sketch #sketchaday #illustrations #doodle #aww #friends #funny #memes #depression #comics #love #scbwi,Female
 30 Dec 2018,6.48pm,Amy Dresner,"Depression: We're not washing our hair anymore. Also we're smoking again and sleeping 13 hours a night. Fuck brushing your teeth or answering your phone either. Got that, dipshit? ",#depression,Male
 30 Dec 2018,11.51am,Geraldine ,"This year was rough. feeling lost, hopeless, desperate & sad. #PND is real for #mom & #dad ",#anxiety #depression ,Female
 30 Dec 2018,11.22am,Rebecca Bean,This time if year can be really difficult for a lot of us. Something that helps me get through the day is knowing that every Monday ,"#depression, #music",Female
 29 Dec 2018,3.45pm,#BlueFamily‏ ,"Policing Life is already hard enough for us, but adding",#Depression  #Suicide,Female
 29 Dec 2018,8.26am,Dr1ven,"Woke up and was a little shocked by my views! Thanks everyone who supports my message with mental illness, mental health, sobriety and suicide awareness! ",#KeepTalkingMH #anxiety #depression #sober,Male
 29 Dec 2018,7.23am,"Princess, The Tower‏ ",“Simple questions morph into complex equations that require colossal effort to answer…my mind is a blur… Today is not a good day to make decisions—and that is fine—be kind to yourself.”, #depression ,Female
 29 Dec 2018,7.14am,Crackers‏,"Proudest achievements from 2018: 1) Admitting to myself and others that I needed help 2) Being open and honest about who and what I am 3) Forging amazing friendships with incredible people who have been there every step of the way I'm not 'better', but I am stronger", #depression ,Female
 29 Dec 2018,6.07am,Chloe  ,I’ve reverted to telling people “I’m not feeling very well” ...”well you look okay babe”... Anxiety and depression are invisible and people need to understand this ,#bpd #MentalHealthAwareness #depression #stigma #bpdchat,Female
 28 Dec 2018,10.46am,Will Jukes‏ ,"I’ve struggled for years with #depression and #anxiety, after seeking help 6 months ago I feel great. If you feel as though you’re not in control, make it your New Years resolution to speak up.",#depression#anxiety,Male
 28 Dec 2018,9.17am,Dr1ven‏ ,Sometime a stranger is easier to talk to than a family member or friend! 619-929-2388 people helping people!,#SickNotWeak #EndTheStigma #KeepTalkingMH #mentalillness #Mentalhealth #sobriety #depression #anxiety #caring,Male
 27 Dec 2018,8.50pm,Guy Kopsombut‏ ,Lift off. Today’s smile goal: make a small positive change. Help me become a full time artist,#happy #cute #art #sketch #sketchaday #illustrations #doodle #aww #friends #funny #memes #depression #comics #love #scbwi,Male
 27 Dec 2018,5.48pm,Red ™️‏ ,I ordered one of those light boxes and I am going to plug this thing in right now...let's see if it peps up my mood ,#Depression #SeasonalDepression,Male
 27 Dec 2018,5.22pm, ⛈Nicole Carman‏,"I've reached the point where I don't want to be alive, but I also don't want to kill myself.", #depression ,Male
 27 Dec 2018,9.09am,Steve Sharkey‏ ,"No matter what people tell you, it's ok to cry, even if your a man, when things get though, I cry for no reason",#ItsOkNotToBeOk #MentalHealth #MentalHealthAwareness #MentalHealthMatters #KeepTalkingMH #SickNotWeak #mentalillness #Depression #Anxiety,Male
 27 Dec 2018,8.40am,A. N. Gibson‏ ,What’s the worst thing about overwhelming? Mine is my lack of interest. Can’t. Fucking. Focus on anything, #depression ,Female
 25 Dec 2018,7.32am,Lauren Grace‏ ,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks ",#depression #depressed,Female
 24 Dec 2018,4.38pm,Debbie Hampton‏ ,"“A true story of triumph over mental illness and depression, Debbie bares her soul and shares all the dirty details. ” — Angie",#mentalhealth #suicide #mentaillness #depression #divorce #amreading #selfhelp #braininjury #inspiration #pageturner #goodbook,Female
 24 Dec 2018,2.52pm,M.‏,"Question: how do I deal with social anxiety and not wanting to feel lonely and sad over christmas and new year? Like, I kinda want to be alone because I feel overwhelmed and under pressure but then also feel sad and left out???",#anxiety #depression #JoinIn,Male
 24 Dec 2018,2.18pm,my illustrated mind‏ ,"Dear #Santa, please could you take away my emotional agony and give me some peaceful feelings instead. ",#bpd #depression,Male
 23 Dec 2018,4.23pm,"Princess, The Tower‏ ",The pressure to be happy only leads to more unhappiness so let it go. You are human and no one expects you to be jolly all the time.,#Depression https://buff.ly/2Bzv1DU  #ChronicPain #Holidays,Female
 23 Dec 2018,6.47am,Katrina White ,"Remember...love heals all wounds. No matter how much you're hurting, don't dwell upon the hurt, but nurture it. Know that with love you will get through this.",#YouMatter #positivity #mindset #depression ,Female
 23 Dec 2018,4.39am,Becca Sue‏ ,Had a really difficult night. Suicidal thoughts were strong. Restless sleep...but I kicked the little demons down. Tired but still here didn't win  , #depression ,Female
 23 Dec 2018,2.56am,Sasidharan Pazhoor‏ ,"The worst thing about   #depression  is that it makes you skeptical even about your happy moments, rendering you unable to enjoy them to the fullest.", #depression  ,Male
 22 Dec 2018,10.30pm,Elysia Skye‏ ,"Hey you, don't give up, okay?",#depression #anxiety,Female
 21 Dec 2018,5.11pm,Laura Spoonie,I was having really bad mania + was so angry & frustrated with my chronic pain. I fought against my harmful thoughts & decided to paint my anger out...I'm proud of myself!, #depression  ,Female
 21 Dec 2018,4.07pm,One Ordinary Girl‏,It’s been a little over a month since my breakdown. Today was a bad day. I went and cleaned out my old classroom. I had to resign my teaching job. I feel embarrassed and sad. Someone just tell me to go take a shower already. ,#mentalhealthawareness #depression #anxiety,Female
 21 Dec 2018,5.33am,NAMI Bucks Country PA,"Sometimes, what seem like small accomplishments to others are huge to you, and we acknowledge that. Why shouldn't there be awards for getting out of bed or making it out of the house? We think you deserve one! ",#MentalHealth #SelfCare #Depression #Anxiety,Male
 21 Dec 2018,5.22am,Teresa Ambrosio (she/her)‏ ,Interesting reading for the Christmas season. My goals of 2019 are dealing better with my #depression  and #anxiety  and finishing my PhD. Think this is more than enough. ,#depression #anxiety,Female
 21 Dec 2018,4.12am,Dr1ven‏ ,Yes you can every day of the week! Your strong not weak believe me! 619-929-2388 all the support!,#mentalhealth #sobriety #depression #Anxiety #FridayFeelings #stigma,Male
 21 Dec 2018,1.55am,All on the board,"Every one of us has personal battles to fight. Some we lose and some we win, but we shall never give up or give in. There are people and organisations who will help.",#MentalHealth #Health #Stress #Depression #ChronicPain #NeverGiveUp #FridayMotivation #Love,Male
 21 Dec 2018,1.36am,Mentalhealthrunner;‏ ,Me and my son in 2013 when I was happy but I’m gonna try and fight back to this for my family and friends !,#MentalHealth #mentalillness #suicide #depression #ukrunchat #memories #Batman #HappyHolidays #parkrun,Male
 20 Dec 2018,9.55am,Pinkster C‏ ,"When I look back on my life,I see pain,trauma&heartache.When I look in the mirror,I see #Strength  ,Lessons learned&Pride in myself!!",#survivorculture #sicknotweak #eatingdisorder #Anxiety #Depression #CPTSD #Agoraphobia,Female
 20 Dec 2018,9.54am,Sasidharan Pazhoor,"You can fight depression. But question is, Can you fight society's ignorance? Can you fight people's insensitivity? Can you fight egos that can't get you? Can you fight your own people ignoring you? Because, depression brings along all these things & more. ", #depression  ,Male
 20 Dec 2018,9.39am,Reality & Positivity‏,"You soon discover who your really true friends are if you tell them you have a #mentalhealth diagnosis and more. They'll either stick by you or drop you - either way, you will know who the gems are worth keeping",#anxiety #depression #bipolar ,Female
 20 Dec 2018,9.30am,Inner Engineering‏ ,"Sadhguru looks at the nature of fear and answers a question on how to overcome fear. He explains how fear arises because of excessive imagination. ""Fear means you’re producing horror movies in your mind.""",#Fear #Anxiety #Depression #SadhguruQuotes,Male
 20 Dec 2018,6.21am,my illustrated mind‏ ,"Suicidal ideation is a way of communicating and coping with intense psychological distress. For me, one of the most common reasons is because I cannot bear the emotional agony: ‘I’m telling you I’m in pain, I need help and I want a way out’. ",#bpd #depression,Female
 20 Dec 2018,5.09am,Howard Liu‏,I would add that irritability remains a cardinal symptom for teen #depression  as often as sadness. The loss of friends can be devastating- I have seen many teens attempt suicide when their peer group vanishes., #depression  ,Male
 19 Dec 2018,11.00pm,Thrive,Whether an  #illness  affects your heart  💕 your arm  💪 or your brain 🧠 they are all still illnesses and there should be no distinction in the attitudes towards them,#mentalhealth #stress #anxiety #depression,Female
 19 Dec 2018,9.49pm,Guy Kopsombut,Look at it this way. Today’s smile goal: keep at it. Support me making these comics,#happy #cute #art #sketch #sketchaday #illustrations #doodle #aww #friends #funny #memes #depression #comics #love #scbwi,Male
 19 Dec 2018,9.40am,Valhalla‏ ,There are 18 hours left in our campaign. Every supporter means the world to us. Please watch our trailer and consider making a pledge,#SupportIndieFilm #mentalhealth #depression #filmmaking #indiefilm #crowdfunding #Vikings,Male
 19 Dec 2018,6.23am,The Anxiety Man‏ ,Treat yourself as if you were your best friend who was struggling with depression/anxiety.,#depression #anxiety #WednesdayWisdom #love,Male
 18 Dec 2018,10.15pm,TherapyRoute‏ ,Just be there. This is what matters most. ,#depression #lovingkindness #therapyroute,Male
 18 Dec 2018,3.15pm,Bipolar Nana‏ ,"Huggin you back my Dear Ones!! May you and your families have a beautiful holiday!! Let's make 2019 the best year ever for fighting #stigma!! Much Love & Appreciation for your wonderful, compassionate work. WE LOVE YOU",#KeepTalkingMH #Depression #Anxiety #Bipolar #mentalhealth,Female
 18 Dec 2018,1.54pm,mindofgretchen,I am amazed that I can find joy & beauty in something as simple as a sunbeam on a wall. My #mentalillness hasn't defeated me yet. ,#depression #anxiety #keeptalkingmh #sicknotweak #endthestigma #keepfighting,Male
 18 Dec 2018,1.25pm, ⛈Nicole Carman‏ ,"I texted my husband and told him that I've been having bad thoughts again (passive suicidal) and he told me that we can snuggle when we both get home to help me feel better, and also that I am his everything. Makes me feel a little better. :)",#MHAP #depression #mentalhealth,Female
 18 Dec 2018,11.52am,"Rebecca Lombardo - Author, Advocate, Podcaster‏",I just want everyone that is struggling out there right now to know that you're not alone. So many people are experiencing #depression this time of year. I happen to be one of them. We're all doing the best we can. Go easy on yourself. , #depression  ,Female
 18 Dec 2018,7.00am,Rebecca Bean‏ ,"I have the ability to see things from a different perspective. It means that I'm compassionate and understanding, because I'm so hard on myself.", #depression  ,Female
 18 Dec 2018,4.58am,Sasidharan Pazhoor‏ ,Feel guilty for past decisions Take decisions to assuage that guilt Feel guilty for the new decisions Take decisions to assuage the new guilt And so on And so forth...,#MentalHealthMatters #DepressionIsReal,Male
 18 Dec 2018,4.57am,Alexandrine Kántor‏ ,Today I'm going public in the hope that will help me to fight back. No one can guess from that picture that I cried for hours that day and had dark thoughts. It never stops., #depression  ,Female
 18 Dec 2018,4.09am,Sasidharan Pazhoor‏ ,"If you are going through #depression , be prepared to hear things like, 'I could also say I'm depressed & sit idly at home' from your closest ones. Because this is India - the land of compassion & lou.", #depression  ,Male
 18 Dec 2018,2.24am,Bex,"I hate this time of year. The pressure to have a good time and the missconception that everyone is with their family sharing love. I was doing so well, then it got me the last couple of days",#triggering #depression,Female
18-Dec-18,1.13am,Helen Sims‏  ,"I can't stand or walk, unaided. Pain,too. My condition will not improve.  I also have #depression & #anxiety - made worse by fear of PIP assessment. I have nightmares about it - if I sleep!",#depression #anxiety,Female
17-Dec-18,6.13pm,nurseangepont‏,We are so often in way too much of a rush to “get well”. Recovery takes time. Embrace the transformation process.,#Wellness #recovey #depression #anxiety #ptsd,Female
17-Dec-18,3.40am,KarinSieger‏ ,There are times when we need to pull ourselves together. And there are times when that's the last thing we should do.,#stress #feelings #mentalhealth #lifelessons #positivepsychology #anxiety #depression ,Female
16-Dec-18,12.41pm,All on the board‏ ,"NEVER LOSE HOPE. However lonely you feel, YOU are not alone.",#MentalHealth #SuicideAwareness #SuicidePrevention #MentalHealthMatters #MentalHealthAwareness #Depression #Stress #lonely #depressed #stressed #hope #neverlosehope #time #talk #WhoCaresIDo,Male
16-Dec-18,10.26am,Depressed: Help Me an A-Z Guide,I am so happy to have written this book for all the brave warriors who are struggling through another day of depression. Please don’t give up. Your life is precious and has enormous value.,#depression #mentalhealth,Female
16-Dec-18,10.15am,Dr1ven‏ ,"Let those you matter to you, know they matter! Time is an amazing gift to give! 619-929-2388 for support!",#depression #anxiety #SundayFunday #gratitude #bpd #ptsd #aa,Male
16-Dec-18,10.04am,Steve Sharkey‏ ,"The weekend is coming to an end, you, yes YOU, remember you got through it & that's amazing, remember",#MentalHealthAwareness #MentalHealthMatters #KeepTalkingMH #SickNotWeak #StrongerTogether #Depression #BDP #Anxiety #mentalillness,Male
16-Dec-18,9.10am,Judge Lynn Toler,How about this ... I'll work on a blog about it & tweet it out. Been fighting it 4 yrs myself. Different things work at different times 4 different people. I'll tell u what I know that helped me but I'm just 1 of many voices u should hear. ,#depression #anxiety,Female
16-Dec-18,7.19am,nurseangepont,This #shift can often lead to discomfort. The discomfort I think I caused my fear of unknown outcomes. If we examine what we are afraid of we may be better able to make this shift,#mentalwellness #ptsd #depression #anxiety #healing #growth #selfworth #value,Female
16-Dec-18,7.05am,Katrina White ,It's ok to feel sad. It's even ok to be a little mad. But what ever you do... Don't give up on you! ,#YouMatter #JoYTrain #ShineOn #shineyourlight #depression #StayStrong,Male
16-Dec-18,4.10am,The Counsellors Café,"Coping with Christmas: Advice, managing Grief during the festive season 'Getting through Christmas is not easy if you are coping with Grief - with the forced jollity and endless pressure to get out and be merry.'",#depression #PTSD #grief #loss #Christmas ,Male
15-Dec-18,7.25am,Mbali‏ ,"Well organized, felt safe going in and after the concert Thank you! And thank you for bringing our brother @THEREALSWIZZZ his set was", #depression  ,Male
15-Dec-18,5.05am,candicewilmore‏,"What a great list of advocates! As someone who has had serious #depression and social #anxiety, including thoughts of #suicide, I am so happy to see all the support. I wish there was internet when I was younger, but it's never too late to be happy! I am now, at age 70.",#depression #anxiety,Female
15-Dec-18,2.54pm,The Bipolar Doc‏ ,Empty. Lonely. Apathy. Hopeless. Pointless. Endless... But you are not alone., #depression  ,Male
15-Dec-18,12.43pm,All on the board‏ ,"Don’t Delete Yourself by  @allontheboard It doesn’t matter if we are famous or not, we are all human beings. There are people and organisations we can talk to. X",#MentalHealth #SuicideAwareness #SuicidePrevention #MentalHealthMatters #MentalHealthAwareness #Depression #Stress,Male
15-Dec-18,12.27pm,Debbie Hampton‏ ,"""Yet"" is a powerful word. Make it part of your inner vocabulary. Talk to yourself like you would a friend. ",#selfhelp #selflove #kindness #friend #mentalhealth #suicide #depression ,Female
15-Dec-18,7.24am,Lumpenproletarier‏,"""I am fine"" pictures where one is totally not fine. I made one of these in a sliiightly different way.", #depression  ,Male
15-Dec-18,5.20am,Giving Voice to Depression,It boggles my mind that those of us with #mentalhealth challenges are called lazy or weak. Getting up when #depression takes you out shows #Resilience. We acknowledge the #strength you show daily. , #depression  ,Female
15-Dec-18,5.04am,André Picard‏,"""Today, the biggest fight is not to find food, but to stop the feelings of helplessness and #depression that cause #Inuit youths to take their own lives at rates that are 30 times higher than the rest of Canada."" ",#suicide #sdoh,Male
14-Dec-18,2.06pm,"Beth Frates, MD‏ ","Holidays are coming. It's good for your health to take vacation. Research = ""Policies that mandate paid vacation leave may have marked positive impacts on the population health + economic burden of depression among working women in the USA.""", #depression  ,Female
14-Dec-18,12.09pm,Amanda Ulrich  💛‏ ,I thank all of you for your so so kind comments. I wish I could repost them all to show twitter the love there really is. I’m doing much better today and can tell my depression cycle is ending. I’m so grateful and thank you all again,#depression #bipolardisorder #love,Female
14-Dec-18,8.47am,Stamp Out Stigma,"""My #anxiety and #depression have ruled my life for as long as I can remember and I never leave the house because of it … Its time I fix me. I’m nervous but I’mma get through this."" ",#depression #anxiety,Female
14-Dec-18,8.32am,Eichin Chang-Lim‏,A suspenseful and gripping love story. Get your copy of THE LOVELOCK!,#Depression  #Romance,Female
14-Dec-18,8.00am,Elysia Skye‏ ,"Hey you, don't give up, okay?",#depression #anxiety,Female
